sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
"trendy color 29",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p>Abstract art is perfect for both modern and traditional spaces. Add some cheer to your home with a beautiful painting that reflects your creativity. <br />While speech fails, Art Speaks!!</p>",1.0000,1,"Taxable Goods",Catalog,,,,,trendy-color-29,,,,/s/c/screenshot_2_6_1.png,"Abstract art is perfect for both modern and traditional spaces. Add some cheer to your home with a beautiful painting that reflects your creativity.  
While speech fails, Art Speaks!!",/s/c/screenshot_2_6_1.png,"Abstract art is perfect for both modern and traditional spaces. Add some cheer to your home with a beautiful painting that reflects your creativity.  
While speech fails, Art Speaks!!",/s/c/screenshot_2_6_1.png,"Abstract art is perfect for both modern and traditional spaces. Add some cheer to your home with a beautiful painting that reflects your creativity.  
While speech fails, Art Speaks!!",/s/c/screenshot_2_6_1.png,,"10/6/20, 6:15 AM","5/2/22, 4:21 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""35000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_1.png,"Abstract art is perfect for both modern and traditional spaces. Add some cheer to your home with a beautiful painting that reflects your creativity.  
While speech fails, Art Speaks!!",,,,,,,,,,,
"Swirling Spectrum",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,swirling-spectrum,,,,/s/w/swirling_spectrum_2.jpg,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/w/swirling_spectrum_2.jpg,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/w/swirling_spectrum_2.jpg,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/w/swirling_spectrum_2.jpg,,"10/7/20, 4:58 AM","5/2/22, 3:56 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""7000"",jd_trends_artist=""2"",prirority=""8""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/w/swirling_spectrum_2.jpg,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",,,,,,,,,,,
"trendy color 1",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Bring a colorful burst of abstract art to your walls with modern painting and every time you'll fall in love with it over and over again""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Bring a colorful burst of abstract art to your walls with modern painting and every time you'll fall in love with it over and over again</span></p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,trendy-color-1,,,,no_selection,,no_selection,,no_selection,,no_selection,,"10/7/20, 6:19 AM","2/7/24, 6:18 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""8""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_3.png,"Bring a colorful burst of abstract art to your walls with modern painting and every time you'll fall in love with it over and over again",,,,,,,,,,,
"trendy color 1",en,admin,simple,,,,,,,,,,,,,,,,,,/s/c/screenshot_2_6_3.png,"Bring a colorful burst of abstract art to your walls with modern painting and every time you'll fall in love with it over and over again",/s/c/screenshot_2_6_3.png,"Bring a colorful burst of abstract art to your walls with modern painting and every time you'll fall in love with it over and over again",/s/c/screenshot_2_6_3.png,"Bring a colorful burst of abstract art to your walls with modern painting and every time you'll fall in love with it over and over again",/s/c/screenshot_2_6_3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 2",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,trendy-color-2,,,,/s/c/screenshot_2_6_4.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",/s/c/screenshot_2_6_4.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",/s/c/screenshot_2_6_4.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",/s/c/screenshot_2_6_4.png,,"10/7/20, 6:51 AM","5/2/22, 4:21 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_4.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",,,,,,,,,,,
"trendy color 3",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,trendy-color-3,,,,/s/c/screenshot_2_6_5.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/c/screenshot_2_6_5.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/c/screenshot_2_6_5.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/c/screenshot_2_6_5.png,,"10/7/20, 7:02 AM","5/2/22, 4:21 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_5.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",,,,,,,,,,,
"trendy color 4",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,trendy-color-4,,,,/s/c/screenshot_2_6_6.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/c/screenshot_2_6_6.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/c/screenshot_2_6_6.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",/s/c/screenshot_2_6_6.png,,"10/7/20, 7:07 AM","5/2/22, 4:21 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_6.png,"An abstract image that emphasizes color or texture in a simple way can become the focal point of a living room,",,,,,,,,,,,
"trendy color 5",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Bed Room,Default Category/Room by View/Bed Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""The abstract art on the walls matches the minimalist color palette and adds a warm vibe""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">The abstract art on the walls matches the minimalist color palette and adds a warm vibe</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,trendy-color-5,,,,/s/c/screenshot_2_6_7.png,"The abstract art on the walls matches the minimalist color palette and adds a warm vibe",/s/c/screenshot_2_6_7.png,"The abstract art on the walls matches the minimalist color palette and adds a warm vibe",/s/c/screenshot_2_6_7.png,"The abstract art on the walls matches the minimalist color palette and adds a warm vibe",/s/c/screenshot_2_6_7.png,,"10/7/20, 7:13 AM","5/2/22, 4:20 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_7.png,"The abstract art on the walls matches the minimalist color palette and adds a warm vibe",,,,,,,,,,,
"trendy color 7",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall</span></p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,trendy-color-7,,,,/s/c/screenshot_2_6_9.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",/s/c/screenshot_2_6_9.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",/s/c/screenshot_2_6_9.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",/s/c/screenshot_2_6_9.png,,"10/7/20, 8:49 AM","11/27/21, 1:22 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_9.png,"100% Original, Hand Painted Abstract Art paintings for your Living room or bed room wall",,,,,,,,,,,
"trendy color 15",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""abstract art is just a way of complimenting a well-balanced décor""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">abstract art is just a way of complimenting a well-balanced décor</span></p>",1.0000,1,"Taxable Goods",Catalog,,,,,trendy-color-15,,,,/s/c/screenshot_2_6_10.png,"abstract art is just a way of complimenting a well-balanced décor",/s/c/screenshot_2_6_10.png,"abstract art is just a way of complimenting a well-balanced décor",/s/c/screenshot_2_6_10.png,"abstract art is just a way of complimenting a well-balanced décor",/s/c/screenshot_2_6_10.png,,"10/7/20, 8:58 AM","5/2/22, 4:20 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""18000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_10.png,"abstract art is just a way of complimenting a well-balanced décor",,,,,,,,,,,
"trendy color 18",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Abstract,Default Category/Paintings/Abstract Paintings/Trendy Abstract Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""abstract art is just a way of complimenting a well-balanced décor""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">abstract art is just a way of complimenting a well-balanced décor</span></p>",1.0000,1,"Taxable Goods","Catalog, Search",,,,,trendy-color-18,,,,/s/c/screenshot_2_6_11.png,,/s/c/screenshot_2_6_11.png,,/s/c/screenshot_2_6_11.png,,/s/c/screenshot_2_6_11.png,,"10/7/20, 9:06 AM","12/20/21, 10:56 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_2_6_11.png,,,,,,,,,,,,
"trendy color 18",en,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""13000.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",ae,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""539.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",gb,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""110.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",ca,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""198.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",us,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""143.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",sg,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""198.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",my,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""616.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",au,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""209.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"trendy color 18",eu,admin,simple,,,,,,,,,,,,10/8/20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cost=""121.0000""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
